stop_date,stop_time,lat,lng,driver_age,driver_race,driver_gender,is_arrested,citation_issued,warning_issued,stop_outcome,persom_searched,search_vehicle,search_conducted,search_basis,violation
23/08/16,8:45:00,41.7819,-72.6646385,26,Black,M,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Speed Related
23/08/16,8:49:00,41.7318864,-72.6885003,41,White,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Speed Related
23/08/16,8:50:00,41.7819,-72.6646385,30,White,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
23/08/16,8:55:00,41.7819,-72.6646385,38,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
23/08/16,9:00:00,41.7318864,-72.6885003,36,Black,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
23/08/16,9:07:00,41.7819,-72.6646385,41,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
23/08/16,9:08:00,41.7819,-72.6646385,30,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
23/08/16,9:08:00,41.7318864,-72.6885003,36,Black,F,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Speed Related
23/08/16,9:11:00,41.7318864,-72.6885003,65,Hispanic,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
23/08/16,9:15:00,41.7819,-72.6646385,40,Hispanic,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
23/08/16,9:19:00,41.7819,-72.6646385,57,Black,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
23/08/16,9:21:00,41.7318864,-72.6885003,61,White,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
23/08/16,9:26:00,41.7318864,-72.6885003,38,White,F,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Speed Related
23/08/16,9:29:00,41.7819,-72.6646385,34,Black,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
23/08/16,9:30:00,41.7819,-72.6646385,32,Black,M,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Speed Related
